time,lines
1724340357,11890
1724340693,280861
1724341025,281100
1724341357,282891
1724341690,282891
1724342021,282891
1724342355,282891
1724342688,282891
1724343021,282891
1724343354,282891
1724343685,282891
1724344018,282891
1724344351,282891
1724344683,282891
1724345016,282891
1724345348,282891
1724345679,282891
1724346010,282891
1724346343,282891
1724346675,282891
1724347007,282891
1724347338,282891
1724347670,282891
1724348002,282891
1724348333,282891
1724348665,282891
1724348999,282891
1724349332,282891
1724349665,282891
1724349997,282891
1724350330,282891
1724350662,282891
1724350996,282891
1724351328,282891
1724351661,282891
1724351994,282891
1724352328,282891
1724352661,282891
1724352994,282891
1724353326,282891
1724353659,282891
1724353991,282891
1724354324,282891
1724354656,282891
1724354988,282891
1724355322,282891
1724355653,282891
1724355986,282891
1724356317,282891
1724356649,282891
1724356980,282891
1724357313,282891
1724357644,282891
1724357976,282891
1724358308,282891
1724358641,282891
1724358973,282891
1724359305,282891
1724359638,282891
1724359970,282891
1724360302,282891
1724360633,282891
1724360965,282891
1724361297,282891
1724361628,282891
1724361960,282891
1724362292,282891
1724362624,282891
1724362956,282891
1724363288,282891
1724363619,282891
1724363951,282891
1724364284,282891
1724364618,282891
1724364950,282891
1724365282,282891
1724365614,282891
1724365946,282891
1724366277,282891
1724366608,282891
1724366941,282891
1724367273,282891
1724367605,282891
1724367937,282891
1724368269,282891
1724368600,282891
1724368933,282891
1724369266,282891
1724369600,282891
1724369932,282891
1724370265,282891
1724370598,282891
1724370931,282891
1724371262,282891
1724371594,282891
1724371926,282891
1724372258,282891
1724372592,282891
1724372924,282891
1724373256,282891
1724373589,282891
1724373922,282891
1724374255,282891
1724374587,282891
1724374921,282891
1724375252,282891
1724375584,282891
1724375916,282891
1724376250,282891
1724376583,282891
1724376915,282891
1724377246,282891
1724377578,282891
1724377909,282891
1724378241,282891
1724378574,282891
1724378906,282891
1724379238,282891
1724379570,282891
1724379902,282891
1724380234,282891
1724380566,282891
1724380898,282891
1724381229,282891
1724381562,282891
1724381894,282891
1724382227,282891
1724382558,282891
1724382892,282891
1724383224,282891
1724383557,282891
1724383890,282891
1724384222,282891
1724384555,282891
1724384886,282891
1724385218,282891
1724385550,282891
1724385883,282891
1724386215,282891
1724386548,282891
1724386880,282891
1724387212,282891
1724387545,282891
1724387877,282891
1724388209,282891
1724388541,282891
1724388873,282891
1724389206,282891
1724389538,282891
1724389871,282891
1724390203,282891
1724390536,282891
1724390871,282891
1724391203,282891
1724391535,282891
1724391866,282891
1724392199,282891
1724392531,282891
1724392864,282891
1724393196,282891
1724393530,282891
1724393863,282891
1724394195,282891
1724394528,282891
1724394860,282891
1724395193,282891
1724395525,282891
1724395858,282891
1724396192,282891
1724396523,282891
1724396856,282891
1724397189,282891
1724397522,282891
1724397854,282891
1724398187,282891
1724398519,282891
1724398851,282891
1724399184,282891
1724399515,282891
1724399848,282891
1724400179,282891
1724400512,282891
1724400845,282891
1724401178,282891
1724401513,282891
1724401845,282891
1724402177,282891
1724402511,282891
1724402844,282891
1724403176,282891
1724403509,282891
1724403842,282891
1724404174,282891
1724404508,282891
1724404840,282891
1724405172,282891
1724405505,282891
1724405838,282891
1724406170,282891
1724406502,282891
1724406833,282891
1724407165,282891
1724407498,282891
1724407831,282891
1724408163,282891
1724408495,282891
1724408828,282891
1724409161,282891
1724409492,282891
1724409825,282891
1724410158,282891
1724410491,282891
1724410825,282891
1724411157,282891
1724411489,282891
1724411821,282891
1724412154,282891
1724412487,282891
1724412819,282891
1724413152,282891
1724413484,282891
1724413817,282891
1724414150,282891
1724414481,282891
1724414813,282891
1724415145,282891
1724415477,282891
1724415810,282891
1724416142,282891
1724416475,282891
1724416808,282891
1724417141,282891
1724417475,282891
1724417808,282891
1724418139,282891
1724418470,282891
1724418803,282891
1724419135,282891
1724419468,282891
1724419802,282891
1724420133,282891
1724420466,282891
1724420799,282891
1724421132,282891
1724421465,282891
1724421799,282891
1724422130,282891
1724422465,282891
1724422797,282891
1724423131,282891
1724423464,282891
1724423797,282891
1724424129,282891
1724424462,282891
1724424796,282891
1724425128,282891
1724425460,282891
1724425793,282891
1724426126,282891
1724426459,282891
1724426790,282891
1724427123,282891
1724427455,282891
1724427787,282891
1724428119,282891
1724428451,282891
1724428783,282891
1724429116,282891
1724429449,282891
1724429781,282891
1724430114,282891
1724430447,282891
1724430779,282891
1724431112,282891
1724431444,282891
1724431776,282891
1724432109,282891
1724432442,282891
1724432775,282891
1724433111,282891
1724433443,282891
1724433776,282891
1724434108,282891
1724434441,282891
1724434776,282891
1724435109,282891
1724435443,282891
1724435775,282891
1724436109,282891
1724436443,282891
1724436777,282891
1724437110,282891
1724437442,282891
1724437774,282891
1724438107,282891
1724438439,282891
1724438772,282891
1724439104,282891
1724439437,282891
1724439772,282891
1724440104,282891
1724440437,282891
1724440770,282891
1724441103,282891
1724441438,282891
1724441770,282891
1724442103,282891
1724442435,282891
1724442767,282891
1724443101,282891
1724443435,282891
1724443768,282891
1724444101,282891
1724444436,282891
1724444770,282891
1724445104,282891
1724445437,282891
1724445771,282891
1724446102,282891
1724446435,282891
1724446768,282891
1724447101,282891
1724447434,282891
1724447767,282891
1724448101,282891
1724448433,282891
1724448766,282891
1724449098,282891
1724449431,282891
1724449764,282891
1724450097,282891
1724450429,282891
