time,lines
1723641687,23308
1723642101,493939
1723642471,497960
1723642922,498822
1723643365,501243
1723643817,503008
1723644295,503266
1723644629,503266
1723644960,503266
1723645330,503863
1723645812,503863
1723646296,503863
1723646788,503863
1723647271,503863
1723647753,503863
1723648239,503863
1723648722,503863
1723649214,503863
1723649703,503863
1723650203,503863
1723650699,503863
1723651200,503863
1723651696,503863
1723652175,503863
1723652674,503863
1723653161,503863
1723653648,503863
1723654126,503863
1723654614,503863
1723655102,503863
1723655583,503863
1723656077,503863
1723656569,503863
1723657046,503863
1723657527,503863
1723658037,503863
1723658533,503863
1723659015,503863
1723659503,503863
1723660015,503863
1723660499,503863
1723660980,503863
1723661487,503863
1723661983,503863
1723662466,503863
1723662938,503863
1723663358,503863
1723663779,503863
1723664202,503863
1723664624,503863
1723664974,506453
1723665404,506453
1723665784,506502
1723666263,506502
1723666765,506502
1723667254,506502
1723667746,506502
1723668238,506502
1723668736,506502
1723669236,506502
1723669726,506502
1723670207,506502
1723670685,506502
1723671178,506502
1723671661,506502
1723672159,506502
1723672651,506502
1723673129,506502
1723673609,506502
1723674099,506502
1723674617,506502
1723675104,506502
1723675587,506502
1723676076,506502
1723676565,506502
1723677055,506502
1723677532,506502
1723678022,506502
1723678511,506502
1723679000,506502
1723679486,506502
1723679966,506502
1723680458,506502
1723680939,506502
1723681421,506502
1723681917,506502
1723682410,506502
1723682903,506502
1723683388,506502
1723683874,506502
1723684363,506502
1723684861,506502
1723685339,506502
1723685719,506502
1723686049,506502
1723686378,506561
1723686870,506561
1723687377,506561
1723687861,506561
1723688347,506561
1723688828,506561
1723689312,506561
1723689790,506561
1723690285,506561
1723690786,506561
1723691281,506561
1723691779,506561
1723692263,506561
1723692749,506561
1723693235,506561
1723693717,506561
1723694201,506561
1723694679,506561
1723695169,506561
1723695654,506561
1723696167,506561
1723696656,506561
1723697153,506561
1723697646,506561
1723698137,506561
1723698630,506561
1723699134,506561
1723699617,506561
1723700099,506561
1723700578,506561
1723701059,506561
1723701550,506561
1723702029,506561
1723702513,506561
1723703000,506561
1723703483,506561
1723703913,506561
1723704295,506561
1723704673,506561
1723705052,506561
1723705432,506561
1723705814,506561
1723706195,506561
1723706560,506577
1723706893,506577
1723707223,506577
1723707555,506577
1723707954,506577
1723708286,506577
1723708618,507149
1723709108,507149
1723709620,507149
1723710113,507149
1723710622,507149
1723711108,507149
1723711589,507149
1723712072,507149
1723712561,507149
1723713039,507149
1723713539,507149
1723714021,507149
1723714506,507149
1723715026,507149
1723715522,507149
1723716015,507149
1723716512,507149
1723717007,507149
1723717517,507149
1723718006,507149
1723718525,507149
1723719013,507149
1723719499,507149
1723719996,507149
1723720475,507149
1723720969,507149
1723721476,507149
1723721969,507149
1723722464,507149
1723722946,507149
1723723444,507149
1723723931,507149
1723724418,507149
1723724907,507149
1723725398,507149
1723725890,507149
1723726349,507149
1723726770,507149
1723727147,507149
1723727492,507149
1723727835,507173
